id,input,output
train_435,I sindacati di Polizia : “ Non si parla con chi inneggia a un omicida “ . Applausi . [ domnulepopescu ],EX:CONTEXT SHIFT
train_436,“@user: inizia ilpercorso per cambiare lascuola insieme a tutti http://t.co/PHY2C5YSiI”,EX:CONTEXT SHIFT
train_437,"Il Papa ai vescovi americani: ""Basta con la pedofilia"". Lo portano sempre negli stessi locali. [@user]",EX:CONTEXT SHIFT
train_438,Salvini a pranzo con Marine Le Pen. “I signori hanno qualche intolleranza?“ [@user],EX:CONTEXT SHIFT
train_439,Leo Messi stringe la mano alla Merkel. Mai una volta che vomiti quando serve. [CONTINUA su http://t.co/8REeGqIhCK],EX:CONTEXT SHIFT
train_440,"Ma lo sciopero della #scuola è contro il topless della #Giannini? No, per capire ... #sciopero #lavoro #labuonascuola",EX:CONTEXT SHIFT
train_441,Il Papa: “Davanti ai poveri non ci si gira dall’altra parte”. Devono capire chi comanda. [CONTINUA su http://t.co/oDPUtxkMK3],EX:CONTEXT SHIFT
train_442,Greta e Vanessa: “Mai minacciate di morte durante la prigionia“. Si vede che non avevano Facebook. [CONTINUA su http://t.co/oDPUtxTqU7],EX:CONTEXT SHIFT
train_443,@user ti prego dimmi che sarai alla #festadellunità di #bologna ho lasciato le uova fuori frigo. #labuonascuola #mavaffanculo,EX:CONTEXT SHIFT
train_444,"Papa Francesco: ""Perdonare rende più pulito il mondo"". ""Poche storie, lei ha la targa dispari"". [karmax]",EX:CONTEXT SHIFT
train_445,"L'ex abate di Montecassino assumeva ecstasy. Se ricordo come funziona, ora bisogna chiudere l'abbazia. [@user]",EX:CONTEXT SHIFT
train_446,Renzi nella sede di Twitter. Forse lì hanno l'antidoto. [@user],EX:CONTEXT SHIFT
train_447,L'Italia attende spiegazioni da così tanti paesi che comincio a pensare che le nostre richieste finiscano nello spam. [@user],EX:CONTEXT SHIFT
train_448,"Renzi, «la buona scuola» se si mangia chiamo anche Silvio",EX:CONTEXT SHIFT
train_449,"Sul campo di Croazia-Italia compare una svastica. Sarà stagione, se ne vedono fiorire molte. [@user]",EX:CONTEXT SHIFT
train_450,@user Quest'anno è peggio del solito: oltre all'amianto c'è anche #labuonascuola,EX:CONTEXT SHIFT
train_451,Cioè il fatto che #labuonascuola è TT significa che c'è consenso alla riforma? Fatevi vedere. E da uno bravo anche.,EX:CONTEXT SHIFT
train_452,"Jobs Act, trenta deputati Pd escono al momento del voto. Non ci stavano nel selfie. [@user]",EX:CONTEXT SHIFT
train_453,"Questa dirigente dice di lavorare a #labuonascuola di #Renzi: ""il quore nel palazzo"". Annamo bene http://t.co/EXvkd28lXg",EX:CONTEXT SHIFT
train_454,"I francesi si spostano verso l’ultradestra. Peccato, erano così simpatici. [CONTINUA su http://t.co/oDPUtxkMK3]",EX:CONTEXT SHIFT
train_455,"Una volta lo sciopero scolastico era al sabato, da quando c'è la settimana corta anche a scuola, si anticipa tutto al venerdì #labuonascuola",EX:CONTEXT SHIFT
train_456,Uccisa l'orsa colpevole di aver attaccato un cercatore di funghi. E poi pretendiamo che ci restituiscano i marò. [@user],EX:CONTEXT SHIFT
train_457,@user i gufi i gelati la buona scuola ... ma all'anema e chi ta mmuort,EX:CONTEXT SHIFT
train_458,Renzi fissa un Consiglio dei ministri alla vigilia di Natale. Non sopporta che Gesù gli rubi la scena. [@user],EX:CONTEXT SHIFT
train_459,Renzi cancella il segreto di Stato. Finalmente sapremo chi c'è dentro al Gabibbo. [@user],EX:CONTEXT SHIFT
train_460,@user1 @user2 @user3 i supplenti non portano le malattie. #transitorioperIIGI. Disoccupati con la buona scuola.,EX:CONTEXT SHIFT
train_461,"Oggi riunione a scuola . Mi aspetto un @user "" l'elezione dei rappresentanti di classe non mini la stabilita' "" #labuonascuola",EX:CONTEXT SHIFT
train_462,Renzi rassicura la minoranza del Pd. “Non sentirete alcun dolore“. [@user],EX:CONTEXT SHIFT
train_463,La buona scuola di Matteo? Una camurria! http://t.co/DKT3RlrcmP,EX:CONTEXT SHIFT
train_464,A Palermo cariche contro minorenni che hanno osato contestare il ministro giannini presente. La buona scuola? https://t.co/8CwxUweZrU #M5S,EX:CONTEXT SHIFT
train_465,Salvini propone un tetto per gli studenti stranieri. Non può crollare solo su quelli italiani. [@user],EX:CONTEXT SHIFT
train_466,"Il Papa: ""Gesù invita alla sobrietà"". Da oggi chinotto in tutte le messe. [@user]",EX:CONTEXT SHIFT
train_467,Nell’incontro coi sindacati la Giannini ha bloccato le critiche alla riforma scolastica. Minacciando di rimettersi in topless #labuonascuola,EX:CONTEXT SHIFT
train_468,Il Torino in Europa League al posto del Parma. Giusto per ricordargli chi è che ha il sindaco del Pd. [CONTINUA su http://t.co/oDPUtxkMK3],EX:CONTEXT SHIFT
train_469,"La riforma scuola pare l'abbia ispirata la signora Renzi . Novella marchesa ci regala ancora il classico ""io so io e voi non siete un cazzo""!",EX:CONTEXT SHIFT
train_470,Papa Francesco: “Maria lavava e stirava le camicie di Gesù“. Ma con le lenzuola era una frana. [CONTINUA su http://t.co/oDPUtxTqU7],EX:CONTEXT SHIFT
train_471,L'auto di Salvini assalita al campo rom. Rovinato il safari. [@user],EX:CONTEXT SHIFT
train_472,"Accoltella il compagno della ex dopo averla invitata a ""C'è posta per te."" Quindi aveva già dato segni di squilibrio. [@user]",EX:CONTEXT SHIFT
train_473,"Primo giorno di #scuola, ogni ministro entra nel mondo dei bimbi visitando una scuola diversa: Si chiama vaccino #labuonascuolauncazzo",EX:CONTEXT SHIFT
train_474,"Gentiloni accoglie i due ostaggi italiani sopravvissuti: ""Chi non muore si rivede!"" [@user]",EX:CONTEXT SHIFT
train_475,Samantha Cristoforetti non va alla Leopolda. Sa già che non c'è vita. [@user],EX:CONTEXT SHIFT
train_476,Napolitano saluta gli italiani. “Buona continuazione!“ [@user],EX:CONTEXT SHIFT
train_477,Riforme dopo il Senato tocca alla squola .. (@user) #labuonascuola http://t.co/33FoLx2a4c,EX:CONTEXT SHIFT
train_478,"Isis, un'intercettazione semina il panico. ""Cosa fate a capodanno? "" [@user]",EX:CONTEXT SHIFT
train_479,Metal detector in Vaticano. Finalmente li vedremo svuotare le tasche. [CONTINUA su https://t.co/oDPUtx2DvV],EX:CONTEXT SHIFT
train_480,@user mi paghi il pranzo mercol . che vengo a Roma ? Precaria disoccup . da 2 mesi #protesta10settembre #lascuolaingiusta #labuonascuola,EX:CONTEXT SHIFT
train_481,"Angela Merkel: ""Le fabbriche automobilistiche diano lavoro ai profughi"". Producendo auto senza tergicristalli. [@user]",EX:CONTEXT SHIFT
train_482,Arrestati 11 fedelissimi di Messina Denaro. È l'occasione buona per mettere alla prova i panchinari. [sangancillo],EX:CONTEXT SHIFT
train_483,"Il Papa: ""Non confondiamo le unioni civili con i matrimoni"". Nel primo caso si continua a scopare. [CONTINUA su https://t.co/5YjhdXaYuS]",EX:CONTEXT SHIFT
train_484,Durante la presentazione della #leggestabilita Renzi confonde la buona scuola con la navescuola Subito rialzi a piazza affari #hashtagradio1,EX:CONTEXT SHIFT
train_485,"A Renzi, ma dopo ""La buona scuola"", ""Il buon matrimonio"" no?",EX:CONTEXT SHIFT
train_486,"20 ore di lavoro di domenica, arrivare alle 2 senza aver cenato ... sono una buona scuola ogni tanto ...",EX:CONTEXT SHIFT
train_487,"Al bar della Camera si dovrà pagare la consumazione in anticipo. Indignati i parlamentari: ""È contro natura!"" [@user]",EX:CONTEXT SHIFT
train_488,"Il Papa concede la comunione a una divorziata. Scarsini, come alimenti. [@user1, @user2]",EX:CONTEXT SHIFT
train_489,@user eliminiamo i precari nella scuola ... Rendendoli disoccupati. #labuonascuola,EX:CONTEXT SHIFT
train_490,"Il governo #Monti cerca una soluzione: un diplomatico italiano potrà partecipare a rock - concert nazisti, purché sobri",IM:FALSE ASSERTION
train_491,@user è come la storia del bidet. L'europa vuole che lo togliamo perché consumiamo troppa acqua,IM:FALSE ASSERTION
train_492,@user c'era anche Barca con lui in elicottero! Ahahahahah,IM:FALSE ASSERTION
train_493,Il sobrio governo #Monti spende 600 mila euro per la fiera dei frutti di mare http://t.co/5HYWV2M6,IM:FALSE ASSERTION
train_494,"RT @user: Persino a Paperopoli i politici erano onesti, cazzo.",IM:FALSE ASSERTION
train_495,"Storace sarcastico: Spread a 515, bravi a Pd e Pdl: ROMA – '' 16 novembre, giura il governo Monti, spread tra t... http://t.co/aaI7Vfzw",IM:FALSE ASSERTION
train_496,RT @user: Esiste un sito di incontri per calzini spaiati.,IM:FALSE ASSERTION
train_497,#Governo #Monti: il divino Otelma #ministro dell'#Economia,IM:FALSE ASSERTION
train_498,Mario Monti? Alfano? NO! Saranno I Muppet a salvare il Governo dalla crisi! Voi li votereste? http://t.co/E2L3zfxb,IM:FALSE ASSERTION
train_499,"la lega va all'opposizione, il pd si suicida in un governo con udc e pdl, silvio risorge, proprio un' ottima idea il governo Monti ...",IM:FALSE ASSERTION
train_500,"Brunetta sostiene di tornare a fare l'economista, Mario Monti terrorizzato progetta di mollare tutto ed aprire un negozio di pescheria",IM:FALSE ASSERTION
train_501,@user il mio albero avverte la crisi ... Mario Monti grazie x questo natale stupendo,IM:FALSE ASSERTION
train_502,Bisogna dirlo: questi del vatic_ano sono davvero in gamba. Salutano con gioia il governo monti perché E' IL LORO ... http://t.co/OLGMVZse,IM:FALSE ASSERTION
train_503,@user Mario Monti dice le parolacce,IM:FALSE ASSERTION
train_504,"Secondo me nel governo #Monti ci mettono pure Bini Smaghi. Così Sarkozy e' contento. E poi basta, pero'.",IM:FALSE ASSERTION
train_505,"Governo #Monti, mirabile esempio di sinergia fra Welfare e Infrastrutture: previsti nuovi ponti per alloggiare gli ex lavoratori.",IM:FALSE ASSERTION
train_506,oggi ho letto di Mario #Monti (Italia 1943) e Parag #Khanna (USA 1977) e ho pensato: bel rinnovamento e quanta fiducia ai giovani!,IM:FALSE ASSERTION
train_507,@user: È evidente che Calderoli gestisce il personal branding di Mario Monti.,IM:FALSE ASSERTION
train_508,"Bene, ecco che il governo Monti ci mette anche la tassa sulla botta di culo http://t.co/7N1h9M5I",IM:FALSE ASSERTION
train_509,#Ansa: dopo la #finanziaria del governo #Monti avvistati i primi gommoni di italiani diretti in Albania all'alba del nuovo #anno. #cronaca,IM:FALSE ASSERTION
train_510,alle medie ero strafatta di acidi non c'è altra spiegazione,IM:FALSE ASSERTION
train_511,@user il governo Monti ha già fatto il primo disoccupato: marco travaglio,IM:FALSE ASSERTION
train_512,Indiscrezioni Governo Monti: Passera per lo sviluppo pare sia una richiesta particolare di Berlusconi.,IM:FALSE ASSERTION
train_513,messaggio per Gesù che sta per nascere: attenzione sulla grotta fredda dove nascerai il Governo Monti metterà l'ICI!,IM:FALSE ASSERTION
train_514,"giornalisti italiani, smettetela con queste domande veramente scomode e impertinenti a mario #monti",IM:FALSE ASSERTION
train_515,"gli ha fatto la respirazione bocca - becco e il massaggio cardiaco, si è ripreso ed è volato via. meno canne prof, meno canne.",IM:FALSE ASSERTION
train_516,"RT @user1:. @user2 Compagno, si ricordi che quando verrà eletto, ciocorì e biancorì saranno gli unici snack ammessi! http:/…",IM:FALSE ASSERTION
train_517,Il Governo Monti fa male alla salute http://t.co/HPsfjlHy Clicca sul link,IM:FALSE ASSERTION
train_518,"Per Mario Monti, istruzioni per parlare al telefono con Bossi: 1) No, quello non è il rumore di fondo, è Bossi che parla.",IM:FALSE ASSERTION
train_519,Mario Monti spiegherà le riforme prima a Porta a Porta e poi in Parlamento http://t.co/XYau6k5z,IM:FALSE ASSERTION
train_520,"@user aggiungo: multe a tutto spiano! Andremo a pile, a meno che #Super #Mario #Monti non decida di tassare anche quelle!",IM:FALSE ASSERTION
train_521,"http://t.co/MXOON3vY ihihihi vai col Governo Monti, ministro all'economia Laura Pausini (come sono bravo a usare i #TT mammamà ...)",IM:FALSE ASSERTION
train_522,Comunque l'inverno è arrivato e io oggi più che un moscone in bagno mi son ritrovata un cacciatorpedinieri in decollo verticale!,IM:FALSE ASSERTION
train_523,"Limone nell'ano per lui, capitone vivo per lei. Prime indiscrezioni sui provvedimenti del governo #Monti. http://t.co/8ov9eYQz #sapevatelo",IM:FALSE ASSERTION
train_524,Passare da Berlusconi a Mario Monti è un salto troppo grosso. Ci vorrebbe almeno un governo di transizione presieduto da Checco Zalone,IM:FALSE ASSERTION
train_525,Ho la risposta a tutte le vostre domande: Si,IM:FALSE ASSERTION
train_526,"Sobri e liberesti camerieri del pacato governo Monti, hanno anticipato il 7 aprile al 26 gennaio. Pietro Calogero commosso ringrazia. #notav",IM:FALSE ASSERTION
train_527,"RT @user1: @user2 ciao, Rosario a dire la verità ieri sera Amadeus non si poteva guardare !! Made Cina !!!",IM:FALSE ASSERTION
train_528,@user di equità non se vede per niente. Colpiti tutti senza distinzioni. Complimenti al professor Monti.,IM:FALSE ASSERTION
train_529,"RT @user: Tempo fa Intercettato anche il cellulare di Bersani dagli USA, nessuna protesta dal PD. pare gli abbian fatto 3 ricari…",IM:FALSE ASSERTION
train_530,"Il governo #Monti cerca una soluzione: i diplomatici italiani potranno partecipare a rock-concert nazisti, purché questi siano sobri",IM:FALSE ASSERTION
train_531,"@user Mah, magari i topi c'hanno voglia di imparare ... :-) Scherzi a parte, l'Italia tiene alle nuove generazioni. La buona scuola.",IM:FALSE ASSERTION
train_532,Primi effetti della riforma #renzi: la rende pubblica e il giorno dopo muore la Falcucci. #labuonascuola,IM:FALSE ASSERTION
train_533,"La Boschi riceve un biglietto da Casini. “Sali da me, ti mostro la mia collezione di partiti”. [CONTINUA su http://t.co/oDPUtxkMK3]",IM:FALSE ASSERTION
train_534,#labuonascuola Il Provveditorato scuola di Roma ha deciso di fare le nomine annuali il 3 di ottobre. Complimneti! Questa è la scuola di #Renzi,IM:FALSE ASSERTION
train_535,"Fine anno, Renzi parla all'Italia: ""Anche se restiamo soli io e te, per me va comunque benissimo"". [@user]",IM:FALSE ASSERTION
train_536,@user le risorse della scuola pubblica alle private ... Questa è la buona scuola!,IM:FALSE ASSERTION
train_537,Per i sindacati la scuola deve rimanere fabbrica di disoccupati. Bene. #labuonascuola #entrainscena,IM:FALSE ASSERTION
train_538,@user1 ma adesso arriva la buona scuola ... e siamo tutti felici :-) @user2,IM:FALSE ASSERTION
train_539,@user #gruppodiascolto #labuonascuola odo stormir di fremiti. #italia unico grande collegio docenti oggi,IM:FALSE ASSERTION
train_540,Arrestato Salah: era rimasto nascosto per mesi in un appartamento. Poi ha messo su un disco di Fedez. [@user],IM:FALSE ASSERTION
train_541,I pm di Potenza incontrano Maria Elena Boschi. L’inchiesta era partita con questo obiettivo. [CONTINUA su https://t.co/oDPUtx2DvV],IM:FALSE ASSERTION
train_542,"@user ci mancava per .... il nuovo sapere italiano .... la ""buona scuola""!",IM:FALSE ASSERTION
train_543,"@user L'hanno letta, l'hanno letta. E oggi hanno mostrato quanto l'apprezzano #labuonascuola.",IM:FALSE ASSERTION
train_544,Se @user assume 150mila precari ne #labuonascuola in italia restauriamo la monarchia #altroche80euri,IM:FALSE ASSERTION
train_545,@user1 @user2 Giusto. Un governo di centro sinistra per attuare la riforma scuola del centro destra. Complimenti vivissimi.,IM:FALSE ASSERTION
train_546,riforma scuola: i selfie rientrano fra le materie di studio ed esame di Stato. gli alunni commentano: abbiamo iniziato già 5 anni fa,IM:FALSE ASSERTION
train_547,@user1 @user2 @user3 anche gli sponsor privati e la liberalizzazione della scuola pubblica son di sinistra #labuonascuola,IM:FALSE ASSERTION
train_548,"La Rai si scusa dopo la diretta di capodanno. ""Amadeus era quello che costava meno"". [@user]",IM:FALSE ASSERTION
train_549,Ilaria Cucchi posta la foto di un carabiniere indagato. Voleva sapere cosa si prova a stare dalla parte del torto. [@user],IM:FALSE ASSERTION
train_550,"Prima di iniziare, già la prima cazzata: La buona scuola - Consiglio di servizio a.s. 2914. Si certo.",IM:FALSE ASSERTION
train_551,Miliziani dell'Isis decapitano un giornalista americano. Ma solo perché non hanno un blog. [@user],IM:FALSE ASSERTION
train_552,“Se davvero abbiamo pagato è uno schifo“ ha detto Salvini guardando la laurea di Renzo Bossi. [faro],IM:FALSE ASSERTION
train_553,"Più #inglese a #scuola per non parlarlo come me, parola di .@matteorenzi #riformascuola #labuonascuola http://t.co/sbzb3sMXp3",IM:FALSE ASSERTION
train_554,"- Fatti i compiti per le vacanze? - No. - Cominciamo bene! - Prof, stia sereno! Mi giudichi nel 2017. #labuonascuola",IM:FALSE ASSERTION
train_555,"Gaza, bombardato un orfanotrofio. Dovevano finire il lavoro. [@user]",IM:FALSE ASSERTION
train_556,#labuonascuola è scuola per imparare a fare dolci,IM:FALSE ASSERTION
train_557,Sul nome di Mattarella sono confluite tutte le personalità del Pd. Comprese le due di Civati. [CONTINUA su http://t.co/oDPUtx2DvV],IM:FALSE ASSERTION
train_558,"Il ministro #Giannini augura buon primo giorno di scuola con un tweet: “Vi vedo, spegnete quei cazzo di telefoni”. #labuonascuola",IM:FALSE ASSERTION
train_559,"Landini: “Renzi spieghi le botte ai lavoratori”. Tranquillo, è tutto nel Jobs act. [CONTINUA su http://t.co/oDPUtx2DvV]",IM:FALSE ASSERTION
train_560,"Il marò Latorre: ""Essere in Italia non esime da sofferenze"". Ha messo Canale 5 di pomeriggio. [@user]",IM:FALSE ASSERTION
train_561,Ho capito che era successo qualcosa di brutto quando sono passato davanti al Pirellone e ho trovato tutte le finestre spente. [@user],IM:FALSE ASSERTION
train_562,@user c'era una volta la buona scuola,IM:FALSE ASSERTION
train_563,Allarme a Milano: trovata in via Montenapoleone una busta Oviesse. [@user],IM:FALSE ASSERTION
train_564,Presto un tweet potrà contenere fino a 10 mila caratteri. L'obiettivo è tenere occupato Renzi. [@user],IM:FALSE ASSERTION
train_565,"Tangenti Mose, Galan si difende: “Ero convinto fossero per l’Expo”. [CONTINUA su http://t.co/oDPUtxkMK3]",IM:FALSE ASSERTION
train_566,"Stavo per farmi un bidet, poi mi hanno fermato ricordandomi che siamo di nuovo tutti francesi. [@user]",IM:FALSE ASSERTION
train_567,#passodopopasso vogliono costruire #labuonascuola. Siamo messi bene! #scuola #Giannini http://t.co/s4GUIRnbDw,IM:FALSE ASSERTION
train_568,Alemanno si salvava perché le cene di famiglia erano davvero cene di lavoro. [CONTINUA su http://t.co/oDPUtx2DvV],IM:FALSE ASSERTION
train_569,"UIL. Blocco stipendi per prossimi 10 anni, grazie a #labuonascuola http://t.co/9urP83GVnJ",IM:FALSE ASSERTION
train_570,Stamattina andando al lavoro nel traffico ho già usato i due santi nuovi. [@user],IM:FALSE ASSERTION
train_571,#labuonascuola complimenti al ministro @user e alla censura! Continuate a nn dare voce al dissenso!,IM:FALSE ASSERTION
train_572,"Marchionne incontra il Papa. ""Secondo me i cardinali polacchi ti costerebbero molto meno"". [@user]",IM:FALSE ASSERTION
train_573,Mi arrendo #labuonascuola è la miglior scuola possibile Renzi il miglior presidente di consiglio possibile @user1 @user2 @user3,IM:FALSE ASSERTION
train_574,Vedo che c'è molta disinformazione sul referendum del 17 maggio. [@user],IM:FALSE ASSERTION
train_575,Calderoli: “Sono vittima di una stregoneria“. Prima era Denzel Washington. [@user],IM:FALSE ASSERTION
train_576,@user quindi se sua moglie fosse stata nelle GI ci avreste assunti tutti! #MIDAperRUOLO #labuonascuola,IM:FALSE ASSERTION
train_577,"Ignazio Marino ci ripensa. ""Ci vediamo a Valencia!"" [@user]",IM:FALSE ASSERTION
train_578,"La scabbia: ""Non posso vivere con la paura di prendere Salvini"". [@user]",IM:FALSE ASSERTION
train_579,#labuonascuola è quella che studia i poeti della categoria #twitterpride2014. Altrimenti non me lo spiego,IM:FALSE ASSERTION
train_580,E comunque @user alla lezione di sillabazione de #labuonascuola era assente http://t.co/bEpiecpfx3,IM:FALSE ASSERTION
train_581,#labuonascuola Come costruire il miglior #docente possibile e poi metterlo in #vetrina. http://t.co/ydiefzftVD http://t.co/BPmS6dcvgD,IM:FALSE ASSERTION
train_582,"Oggi comincia la scuola. L'augurio del Ministro #Giannini agli studenti : "" ... e non dimenticatevi la carta igienica "" . #labuonascuolauncazzo",IM:FALSE ASSERTION
train_583,"#lista, lunga vita al governo Monti, che ci traghetti fuori dalla crisi con tutta banca intesa al MSE, ma un sottosegretario under 50 no?",RHETORICAL QUESTION
train_584,Anche Mario #Monti è fotogenico. Solo io vengo una merda sulle foto?,RHETORICAL QUESTION
train_585,#mario #monti il posto fisso e' noioso ma alle tue banche bastera' dire questo per prendere un mutuo? #forsel'haisparatagrossa,RHETORICAL QUESTION
train_586,la #lega contraria al governo Monti. Vorrei sapere chi ha avuto il coraggio di essere favorevole alla lega.,RHETORICAL QUESTION
train_587,quand' è che Mario #Monti in treno non farà più notizia? #mobbastaveramenteperò http://t.co/GtMmOT57 via @user,RHETORICAL QUESTION
train_588,Pensa se alla fine di tutto sto casino viene fuori che Borghezio è l'unico onesto,RHETORICAL QUESTION
train_589,"@user: Governo Monti, professori in Italia, scolaretti in Europa (#Santanché). Sarà un po' meglio di puttanieri nel mondo? #l'infedele",RHETORICAL QUESTION
train_590,Su rai1 la partita dell'Italia non è criptata per gli utenti SKY: il primo vero effetto del governo monti?,RHETORICAL QUESTION
train_591,"Mario Monti nominato Europeo dell'anno. http://t.co/kpNqktgl "" e gli altri chi erano? Hitler e Stalin?",RHETORICAL QUESTION
train_592,45. cosa pensi del governo Monti? Possiamo non parlarne!?,RHETORICAL QUESTION
train_593,"RT @user: Ma esattamente, Valerio Scanu a quale specie vivente appartiene?",RHETORICAL QUESTION
train_594,Mario Monti ha lasciato il suo albergo a Monti ... ma sti giornalisti ogni tanto non si vergognano?,RHETORICAL QUESTION
train_595,Ma tutte queste pubblicità di farmaci contro il bruciore di stomaco sono dovute agli stravizi natalizi o alle virtù di Mario Monti?,RHETORICAL QUESTION
train_596,Ma vietare i botti a #Capodanno fa parte della #fase2 del Governo #Monti? Non ditemi che e' per evitare di pagare gli straordinari ai PS? :),RHETORICAL QUESTION
train_597,Il Governo Monti: un Governo Supportato o un Governo Sopportato?,RHETORICAL QUESTION
train_598,"Il terzo polo dà appoggio totale a Mario Monti, ma di chi ti eri andato a fidare? (cit. #MIOPADRE)",RHETORICAL QUESTION
train_599,@user riguardo i culi ... Hai scritto sotto L'effetto di sostanze? Oppure sei sconvolto dalle capriole del governo Monti?,RHETORICAL QUESTION
train_600,"Libertà di trivellazione e sondaggi? Ma il governo Monti che c'ha in testa, le rane?",RHETORICAL QUESTION
train_601,#specialecamera ma l'età media del governo Monti qual è? ;) #spazioaigiovani,RHETORICAL QUESTION
train_602,"Ma il governo Monti pensa di dirla una cosa a proposito di naufragi, #concordia, #giglio, Titanic? O sono dal broker a trattare la polizza?",RHETORICAL QUESTION
train_603,Ma quanto ce vuole affinchè Mario Monti arrivi a Palazzo Chigi? Sarà impanicato nel traffico festivo del ponte?,RHETORICAL QUESTION
train_604,Rifondazione comunista non appoggia il governo Monti. Esistono ancora? O rly?,RHETORICAL QUESTION
train_605,"@user: Perché Patroni Griffi è ancora nel governo #Monti? [ a sua insaputa, I presume ]",RHETORICAL QUESTION
train_606,ma mario monti e' meglio della profezia maya? mah ....,RHETORICAL QUESTION
train_607,#governo #Monti: ma non c'è nessun indagato fra i #ministri? Nemmeno fra i sottosegretari? E' possibile? In Italia?,RHETORICAL QUESTION
train_608,arriva Mario #Monti: pronti a mettere tutti il grembiulino?,RHETORICAL QUESTION
train_609,#Scilipoti sta manifestanto davanti alla Camera contro il limite di utlizzo dei contanti deciso dal governo Monti. Non è uno scherzo. Giuro,RHETORICAL QUESTION
train_610,Tra le decisioni del governo Monti aumento della benzina di 10cent e del gasolio di 12 cent da gennaio. Siete contenti ITALIOTI?,RHETORICAL QUESTION
train_611,"Secondo voi, con quella faccia antipatica, Mario #Monti, si sarà mai divertito nella sua vita?",RHETORICAL QUESTION
train_612,se volete scoprire un evasore fiscale chiedetegli cosa pensa di Mario Monti,RHETORICAL QUESTION
train_613,"#Ballarò Maroni rimprovera il governo monti di fare cassa, mi chiedo dove stesse quando con quattro manovre hanno fatto cassa e scasso",RHETORICAL QUESTION
train_614,"Non avete temuto quel pagliaccio e la sua cricca per tanti anni .. e adesso avete paura di Mario Monti ?! Che Italia, questa.",RHETORICAL QUESTION
train_615,@user faccio la metereologa HAHHA lo sai? uu,RHETORICAL QUESTION
train_616,"Governo Monti/Passera, un compromesso con Il partito della Gnocca di Silvio Berlusconi?",RHETORICAL QUESTION
train_617,Mario Monti nativo digitale? @user #hbw2011,RHETORICAL QUESTION
train_618,Ma secondo voi super #Mario #Monti riuscirà a tassare anche la felicità?,RHETORICAL QUESTION
train_619,"@user davvero conosci OJS? l'uomo del mistero si infittisce ... ;) mi picchio perche' ricopro tutti i ruoli, dal manager al proof :-D",RHETORICAL QUESTION
train_620,"CARO MARIO MONTI, VAI DA VESPA A FIRMARE ANCHE TU'?",RHETORICAL QUESTION
train_621,"@user Mario Monti, Manco Morti, non ti piace? :P",RHETORICAL QUESTION
train_622,"Ma che altro vuole lo #Spread? Gli abbiamo tolto #Berlusconi, gli abbiamo dato il governo #Monti, ora potrebbe anche lasciarci vivere!",RHETORICAL QUESTION
train_623,"@user Bella statistica, ma quanti nel governo monti l'hanno data/o a Monti per avere quel posto da ministro? ;)",RHETORICAL QUESTION
train_624,"governo monti con gianni letta, pd perplesso. Ma che vogliono? Non esagerate sennò ci mettiamo @user",RHETORICAL QUESTION
train_625,E' un Governo strano: le cose si fanno Come scusi? Dicesi governo #Monti #chetempochefa,RHETORICAL QUESTION
train_626,"Tra le prime misure del #governo #Monti, i tagli ai costi della politica. Serve anche un #Parlamento tecnico per votarli? #fatepresto #308",RHETORICAL QUESTION
train_627,"Giuliano Amato ministro nel governo Monti? Ma che roba è l'Italia, una cazzo di macchina del tempo? Si va sempre indietro e mai avanti.",RHETORICAL QUESTION
train_628,Fa schifo il posto fisso. Meglio 5 anni di parlamento ed avere la pensione d'oro a vita. Vero signor Mario? #monti,RHETORICAL QUESTION
train_629,Se l'anagramma di Mario Monti è #rimontiamo quello di #Berlusclwon qual'era?,RHETORICAL QUESTION
train_630,"Ma poi ad un certo punto i giochi di parole su #Mario Monti hanno una fine, vero?",RHETORICAL QUESTION
train_631,"TAGLI AI POLITICI? MA DOVE? GOVERNO MONTI, SPARATI!",RHETORICAL QUESTION
train_632,"Scilipoti non voterà il governo Monti. E adesso, come faremo? Ruberemo? Nikki - nikki, chi ruba s'impicchi!",RHETORICAL QUESTION
train_633,"se la tua donna di estrema sinistra appoggia il governo #Monti, ha simpatie per #bocchino cosa fare? è di buon auspicio o mi devo preoccupare",RHETORICAL QUESTION
train_634,Governo #Monti: Passera allo sviluppo. Ditemi cosa è cambiato da Forza Gnocca.,RHETORICAL QUESTION
train_635,Odifreddi: Mario Monti santo subito? http://t.co/YHq3F4nq,RHETORICAL QUESTION
train_636,Iacopino regala tessera da giornalista a mario Monti. Non ce n'erano gia' abbastanza a spasso per il palazzo di finti giornalisti?,RHETORICAL QUESTION
train_637,Mario Monti? non era il nome di un antipasto? #FullMonti #laresadeiconti #elezioni #308,RHETORICAL QUESTION
train_638,Sperare che il governo #Monti faccia la legge sul Conflitto di interessi è fantascienza? Già non se ne parla più ...,RHETORICAL QUESTION
train_639,Vi siete sciroppati di buon grado un Governo di pulcinella e ballerine e ora fate le pulci al Governo Monti ?! Ma ripijateve! #rimontiamo,RHETORICAL QUESTION
train_640,Panico al Tg1: ma chi caxxo è Mario Monti? http://t.co/Jc8mQpYo via @user,RHETORICAL QUESTION
train_641,"Mario Monti è famoso per il modello di Klein - Monti. L'ho appena letto su wikipedia, qualcuno vuole che glielo spieghi?",RHETORICAL QUESTION
train_642,"Terremoti, naufragi, Mario Monti: vuoi vede' che i Maya c'avevano preso?",RHETORICAL QUESTION
